,drug,deltaRMSD_min,deltaRMSD_max,deltaRMSD_mean,deltaRMSD_ratio_min,deltaRMSD_ratio_max,deltaRMSD_ratio_mean
0,dofetilide,0.2648977964192003,9.179346337156925,3.05183131165135,[0.0251694],[0.87218031],[0.28997132]
0,bepridil,0.1418642138911821,24.833260012070426,9.314236986125866,[0.00166211],[0.29095101],[0.1091273]
0,terfenadine,0.06086924332728927,11.261990230969985,4.8193573045813505,[0.00076176],[0.1409404],[0.0603128]
0,cisapride,0.16364627870657955,13.011486151286249,5.225350120719567,[0.00262933],[0.20905771],[0.08395657]
0,verapamil,0.23068237935981983,18.098717131508664,6.792871146250476,[0.0028462],[0.2233055],[0.08381177]
0,ranolazine,0.021435188285494178,3.091020858279137,0.8347157506922526,[0.00094979],[0.13696199],[0.03698595]
0,quinidine,0.0043880125085422605,4.111942822457223,1.298690590135466,[0.00012596],[0.11803486],[0.0372794]
0,sotalol,0.03410240808346643,4.267628402408686,2.0958974732458135,[0.00115822],[0.14494127],[0.07118287]
0,chlorpromazine,0.17611331171325872,7.597297616465177,3.388431100075101,[0.00419499],[0.18096644],[0.0807119]
0,ondansetron,0.029338506512694096,4.107630486572937,1.6817815385516528,[0.00083808],[0.11733762],[0.04804138]
0,diltiazem,0.5071374114235496,5.31597022386077,1.9409511252046117,[0.01559914],[0.16351501],[0.05970211]
0,mexiletine,2.6818094665902024,25.545824163575453,11.588646792238087,[0.09631005],[0.9174103],[0.41617541]
