,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,drug_conc_Hill,peak_current
,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,Hill_coef,IC50,Vhalf,Kmax,Ku,N,EC50,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,RMSE,ME,conc_19,conc_19
0,0.0,1.8587918911465668e-11,5.878016072274923e-11,1.8587918911465672e-10,5.87801607227492e-10,1.8587918911465673e-09,5.878016072274923e-09,1.8587918911465683e-08,5.878016072274926e-08,1.858791891146568e-07,5.878016072274925e-07,1.858791891146568e-06,5.878016072274926e-06,1.858791891146568e-05,5.878016072274927e-05,0.0001858791891146,0.0005878016072274,0.0018587918911465,0.0058780160722749,1.0,0.9996387358477096,0.9992307905008072,0.9983937865396652,0.99661074152389,0.992871693694052,0.9851032976439976,0.9691204416102612,0.9371869921879848,0.8766724184825432,0.7724857326781038,0.6188674248750315,0.4362947612658091,0.2670571737319824,0.1437066601776562,0.0702854923158832,0.0314793440886324,0.0109312328166706,0.0,0.6535079319099303,0.0002911347817809,-64.87,5770.0,0.01,0.65,1000000.0,1.8587918911465674e-11,5.2071392319250697e-11,1.4587054693857188e-10,4.0863544292614366e-10,1.1447336609066479e-09,3.206807380752772e-09,8.983411537934219e-09,2.5165740650423972e-08,7.049821772164243e-08,1.9749065886699257e-07,5.532417924906692e-07,1.5498276359715184e-06,4.341620126721665e-06,1.2162426896548832e-05,3.407129681923406e-05,9.544585770737468e-05,0.0002673778988169,0.000749020884646,0.0020982747194824,0.0058780160722749,276.5,276.5,276.6,276.90000000000003,277.40000000000003,278.3,280.0,283.5,290.0,302.3,324.8,363.5,423.8,502.7000000000001,586.8000000000001,666.4000000000001,1000.0,1000.0,1000.0,1000.0,276.40000000000003,276.5,276.6,276.8,277.1,277.8,279.20000000000005,281.90000000000003,286.90000000000003,296.3,313.20000000000005,341.5,384.5,442.6,512.0,587.0,662.8000000000001,1000.0,1000.0,1000.0,33.28253107863045,18.731250000000003,,
0,0.0,1.3073006622874935e-10,4.1340476794750676e-10,1.307300662287493e-09,4.134047679475068e-09,1.3073006622874936e-08,4.1340476794750683e-08,1.3073006622874938e-07,4.134047679475068e-07,1.3073006622874936e-06,4.134047679475068e-06,1.3073006622874936e-05,4.134047679475069e-05,0.0001307300662287,0.0004134047679475,0.0013073006622874,0.004134047679475,,,1.0,0.9992731282497728,0.9984314367098468,0.9965949737098097,0.9926304341489172,0.9841493206851124,0.9662510600416993,0.9296698796606816,0.8595579818527959,0.7394825062450271,0.5682815525591146,0.3771522873175191,0.2141286276888982,0.1057159692536767,0.0462100955790571,0.0158875946746892,0.0,,,0.6849899864572114,0.0002675929115685,-64.87,5770.0,0.01,0.6754,1000000.0,1.3073006622874958e-10,3.2442351343763925e-10,8.050987741951848e-10,1.997956403783248e-09,4.958186398195565e-09,1.2304378770578228e-08,3.053490223460639e-08,7.577629654139399e-08,1.880486491625833e-07,4.6666696666226233e-07,1.158094241801598e-06,2.873960165825628e-06,7.132102670593807e-06,1.7699232267987342e-05,4.392292670824418e-05,0.0001090004052948,0.0002704985583805,0.0006712770460628,0.001665860532746,0.004134047679475,276.5,276.6,276.8,277.20000000000005,277.90000000000003,279.20000000000005,281.6,285.90000000000003,293.70000000000005,307.40000000000003,331.0,369.3,426.1,498.4,575.7,649.7,1000.0,1000.0,1000.0,1000.0,276.5,276.6,276.70000000000005,277.0,277.5,278.5,280.3,283.6,289.6,300.1,317.90000000000003,346.20000000000005,387.2000000000001,441.1,504.9,573.9000000000001,644.1,1000.0,1000.0,1000.0,31.95483140309145,18.4625,,
0,0.0,2.743823455808511e-10,8.676731617749254e-10,2.7438234558085107e-09,8.676731617749254e-09,2.7438234558085117e-08,8.676731617749254e-08,2.743823455808512e-07,8.676731617749256e-07,2.7438234558085115e-06,8.676731617749257e-06,2.743823455808512e-05,8.676731617749259e-05,0.0002743823455808,0.0008676731617749,0.0027438234558085,0.0086767316177492,,,1.0,0.9993161380544164,0.99847976713034,0.9966105720421884,0.9924495421153454,0.9832895795963584,0.9634588995939284,0.9220750311247826,0.8418953267397881,0.7061244529311602,0.52012221456882,0.3263872568350552,0.1748478628446248,0.0828160401848576,0.0356447163858749,0.0119952079256131,0.0,,,0.7044148641731028,0.0002918092621108,-64.87,5770.0,0.01,0.7008000000000001,1000000.0,2.743823455808513e-10,6.809151647092504e-10,1.6897787667406727e-09,4.193403860739201e-09,1.0406472305946025e-08,2.5825002659136067e-08,6.408807353124994e-08,1.5904281688404328e-07,3.946852543488826e-07,9.794623426093952e-07,2.4306620782489906e-06,6.032001315025358e-06,1.4969188925956683e-05,3.714797219006287e-05,9.218748221159802e-05,0.0002287751221798,0.0005677349600269,0.0014089074973084,0.0034963855949223,0.0086767316177492,276.5,276.6,276.8,277.20000000000005,278.0,279.40000000000003,282.0,286.90000000000003,295.90000000000003,312.0,340.0,385.3,450.5,528.8000000000001,608.2,682.4000000000001,1000.0,1000.0,1000.0,1000.0,276.5,276.6,276.70000000000005,277.0,277.6,278.70000000000005,280.70000000000005,284.5,291.40000000000003,303.70000000000005,324.5,357.20000000000005,403.7000000000001,463.1,531.2,603.1,675.0,1000.0,1000.0,1000.0,35.22372247505934,20.64375,,
0,0.0,5.467808232943987e-10,1.729072782512351e-09,5.467808232943986e-09,1.7290727825123512e-08,5.4678082329439874e-08,1.729072782512351e-07,5.467808232943987e-07,1.7290727825123512e-06,5.467808232943988e-06,1.7290727825123516e-05,5.467808232943988e-05,0.0001729072782512,0.0005467808232943,0.0017290727825123,0.0054678082329439,0.0172907278251235,,,1.0,0.9993556923976836,0.9985324024543666,0.9966217283680548,0.992252649622786,0.9823641784767678,0.9603843574819652,0.9135932605568968,0.8222772412186875,0.6699002196253467,0.4710618058254219,0.2787833627520369,0.141242026139142,0.0647070398268461,0.0273531212480247,0.0088118927843344,0.0,,,0.7252621976613941,0.0003101991026049,-64.87,5770.0,0.01,0.7262000000000001,1000000.0,5.467808232943987e-10,1.356907105539913e-09,3.3673399187106402e-09,8.35648813529534e-09,2.073770264989172e-08,5.1463282689161126e-08,1.2771277078554988e-07,3.16935705797051e-07,7.865168141856641e-07,1.95184287438062e-06,4.843749729895918e-06,1.2020389424692764e-05,2.983014606007945e-05,7.402735323514024e-05,0.0001837084208693,0.0004558961305981,0.0011313650235017,0.0028076281646078,0.0069674912578621,0.0172907278251235,276.5,276.6,276.8,277.20000000000005,278.0,279.6,282.5,288.0,298.40000000000003,317.3,350.3,403.3,476.6,559.3000000000001,639.8000000000001,713.4000000000001,1000.0,1000.0,1000.0,1000.0,276.5,276.6,276.70000000000005,277.1,277.70000000000005,278.90000000000003,281.1,285.40000000000003,293.40000000000003,307.70000000000005,331.90000000000003,369.4,421.7000000000001,486.4,558.5,632.9000000000001,1000.0,1000.0,1000.0,1000.0,37.94124569647129,22.60625,,
0,0.0,1.0399928063469811e-09,3.2887460182468783e-09,1.0399928063469812e-08,3.288746018246878e-08,1.0399928063469813e-07,3.288746018246878e-07,1.0399928063469813e-06,3.2887460182468786e-06,1.0399928063469814e-05,3.288746018246879e-05,0.0001039992806346,0.0003288746018246,0.0010399928063469,0.0032887460182468,0.0103999280634698,,,,1.0,0.9993756753279875,0.9985666310645196,0.996604230357604,0.9919917280823216,0.9812479074385329,0.9567465900758844,0.9035875936953772,0.7993746082400465,0.6292457852609593,0.4185582775204527,0.2304480560457128,0.1075854564270751,0.044448130565361,0.0145291895682726,0.0,,,,0.7571752174089607,0.0002855865250361,-64.87,5770.0,0.01,0.7516,1000000.0,1.03999280634698e-09,2.429133525483926e-09,5.673779326759382e-09,1.3252368184391611e-08,3.095384088457035e-08,7.229955070489052e-08,1.6887161278698297e-07,3.9443705150643e-07,9.212950894081744e-07,2.151888719697976e-06,5.026212681691416e-06,1.1739832868839697e-05,2.742097967527875e-05,6.404777093103244e-05,0.0001495977536109,0.0003494186848368,0.0008161447238745,0.0019062867534385,0.0044525548962484,0.0103999280634698,276.5,276.6,276.8,277.1,277.8,279.1,281.40000000000003,285.8,293.90000000000003,308.5,334.1,376.1,438.1,515.1,595.0,670.3000000000001,1000.0,1000.0,1000.0,1000.0,276.5,276.6,276.70000000000005,277.0,277.5,278.40000000000003,280.20000000000005,283.6,289.90000000000003,301.0,320.1,350.70000000000005,395.0,452.7000000000001,520.0,591.8000000000001,664.1,1000.0,1000.0,1000.0,33.96589281912077,19.65625,,
0,0.0,6.034650847252825e-09,1.90832415611838e-08,6.034650847252825e-08,1.9083241561183802e-07,6.034650847252825e-07,1.90832415611838e-06,6.034650847252827e-06,1.90832415611838e-05,6.034650847252828e-05,0.0001908324156118,0.0006034650847252,0.0019083241561183,0.0060346508472528,0.0190832415611838,,,,,1.0,0.99949465183064,0.998692393641898,0.996611784873986,0.9912505691948956,0.9776144886009374,0.944011034267668,0.8672905823115459,0.717702174402038,0.497213346701621,0.2748956179796621,0.1232992207365657,0.0479062709309552,0.0148171416391864,0.0,,,,,0.8348670226136151,0.0002935846998557,-64.87,5770.0,0.01,0.8311,1000000.0,6.034650847252825e-09,1.3266532061051197e-08,2.9165046558910824e-08,6.411622395883595e-08,1.4095263542391318e-07,3.0986923755369696e-07,6.812142539466098e-07,1.4975764081764387e-06,3.292260966844667e-06,7.237682307647583e-06,1.591126757993306e-05,3.497921368180578e-05,7.689804622106504e-05,0.0001690520995242,0.0003716428928688,0.0008170170036848,0.0017961241748962,0.0039485861825357,0.0086805428370858,0.0190832415611838,276.5,276.6,276.70000000000005,277.1,277.70000000000005,278.8,281.0,285.20000000000005,293.1,307.6,333.40000000000003,376.4,440.5,520.0,601.9000000000001,678.6,1000.0,1000.0,1000.0,1000.0,276.5,276.5,276.70000000000005,276.90000000000003,277.40000000000003,278.3,280.0,283.20000000000005,289.3,300.40000000000003,319.6,350.8,396.4,455.9,525.2,598.9000000000001,672.8000000000001,1000.0,1000.0,1000.0,34.646491525116936,19.94375,,
0,0.0,1.6339752824535732e-08,5.167083532970252e-08,1.6339752824535728e-07,5.167083532970251e-07,1.6339752824535729e-06,5.167083532970251e-06,1.633975282453573e-05,5.167083532970252e-05,0.0001633975282453,0.000516708353297,0.0016339752824535,0.0051670835329702,0.0163397528245357,0.0516708353297025,,,,,1.0,0.9995566003959964,0.9987784380016946,0.9966278572594124,0.9907493075151206,0.9749078938371668,0.9338930967708672,0.8377439858899752,0.6546537308986718,0.4100657877091109,0.2002454734135147,0.0814887245160285,0.0302471541013445,0.0085287336415163,0.0,,,,,0.8796223885698617,0.0003215096293117,-64.87,5770.0,0.01,0.8840749999999999,1000000.0,1.6339752824535742e-08,3.59211924936862e-08,7.8968885516487e-08,1.7360461740829268e-07,3.816511147189409e-07,8.390190050282178e-07,1.8444932129097856e-06,4.054920320137267e-06,8.914307023512069e-06,1.9597147030190447e-05,4.308222396984403e-05,9.4711644471944e-05,0.0002082133829687,0.0004577347705133,0.0010062807546251,0.0022122002136595,0.0048632846875206,0.0106914093063699,0.0235039156251014,0.0516708353297025,276.5,276.6,276.70000000000005,277.1,277.70000000000005,279.0,281.70000000000005,286.8,296.90000000000003,316.0,350.3,406.9,485.5,573.0,656.7,1000.0,1000.0,1000.0,1000.0,1000.0,276.5,276.5,276.70000000000005,276.90000000000003,277.40000000000003,278.5,280.5,284.6,292.3,306.70000000000005,331.70000000000005,371.5,427.6,496.9,573.4000000000001,651.5,1000.0,1000.0,1000.0,1000.0,34.4441093173661,19.313333333333333,,
0,0.0,3.95299736392622e-08,1.250047525464838e-07,3.95299736392622e-07,1.250047525464838e-06,3.95299736392622e-06,1.250047525464838e-05,3.9529973639262205e-05,0.0001250047525464,0.0003952997363926,0.0012500475254648,0.0039529973639262,0.0125004752546483,0.0395299736392622,,,,,,1.0,0.9996071595367664,0.998842368200036,0.9966198467149938,0.9901483814361288,0.9717002634842408,0.9216169909838804,0.8018812835155156,0.5831342152087517,0.3240557963015784,0.1373986288896618,0.0490605414502682,0.0139727916861758,0.0,,,,,,0.9370789286565764,0.0003064497593609,-64.87,5770.0,0.01,0.93705,1000000.0,3.952997363926216e-08,8.179297380246115e-08,1.6924095686229677e-07,3.501829087280837e-07,7.245767918048228e-07,1.4992494326153418e-06,3.10215409411414e-06,6.418785169617721e-06,1.3281352828950884e-05,2.7480952907103923e-05,5.6861886165410925e-05,0.0001176550940288,0.0002434446354922,0.0005037205659401,0.0010422674052274,0.0021565951788608,0.0044622932101296,0.0092331008101791,0.0191045604931134,0.0395299736392622,276.5,276.5,276.70000000000005,277.0,277.5,278.6,280.70000000000005,284.70000000000005,292.6,307.5,334.6,380.6,449.2000000000001,533.0,617.6,695.8000000000001,1000.0,1000.0,1000.0,1000.0,276.5,276.5,276.6,276.8,277.3,278.1,279.70000000000005,282.90000000000003,289.0,300.3,320.40000000000003,353.40000000000003,402.0,465.2000000000001,538.1,614.7,690.8000000000001,1000.0,1000.0,1000.0,35.997395739136465,20.725,,
0,0.0,8.700555489005604e-08,2.751357225393779e-07,8.700555489005601e-07,2.751357225393778e-06,8.700555489005601e-06,2.7513572253937784e-05,8.700555489005602e-05,0.0002751357225393,0.0008700555489005,0.0027513572253937,0.0087005554890056,0.0275135722539377,0.087005554890056,,,,,,1.0,0.9996519090303824,0.9989147011920848,0.9966305109190524,0.9895780843157884,0.968266452811216,0.9077735074372548,0.7616683464245209,0.5102594772976016,0.2512107893639571,0.0955941566424928,0.0323593188892063,0.008278305357122,0.0,,,,,,0.9834270699086776,0.0003265408679707,-64.87,5770.0,0.01,0.990025,1000000.0,8.7005554890056e-08,1.8002650689153805e-07,3.724997010193555e-07,7.707533165830224e-07,1.594795038487452e-06,3.299851145707314e-06,6.827847667593273e-06,1.4127759621068042e-05,2.923228543278774e-05,6.048563498699826e-05,0.000125153130712,0.0002589591087269,0.0005358221533184,0.0011086900221361,0.0022940327449539,0.0047466705119086,0.0098215167146947,0.0203220742486802,0.0420491777151866,0.087005554890056,276.5,276.5,276.70000000000005,276.90000000000003,277.5,278.70000000000005,281.1,286.1,295.8,314.8,349.8,408.3,490.1,580.6,666.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,276.40000000000003,276.5,276.6,276.8,277.3,278.20000000000005,280.20000000000005,284.0,291.5,305.8,331.3,372.4,430.7000000000001,502.9,582.3000000000001,662.8000000000001,1000.0,1000.0,1000.0,1000.0,34.999571425947494,19.526666666666667,,
