,param_id,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,MAE,drug_conc_Hill,peak_current,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,drug_conc_Hill,peak_current,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance
,param_id,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,Hill_coef,IC50,Vhalf,Kmax,Ku,N,EC50,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,RMSE,MAE,conc_11,conc_11,conc_12,conc_13,conc_12,conc_13,conc_14,conc_15,conc_14,conc_15,conc_16,conc_17,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_18,conc_19,conc_20,conc_21,conc_22,conc_22,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29
0,12000.0,0.0,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.974386431142376,0.9274954459719644,0.816585425329109,0.6249875987675707,0.4045578656639131,0.2163954462256302,0.0915364314797862,0.0308303808107682,0.0077684871778074,0.0,0.8223287289528584,0.1014079307885195,-32.39500000000002,55.84,0.0007927,1.0,1.0,0.001,0.001725210549942,0.0029763514416313,0.0051348329074375,0.0088586679041008,0.0152830673265876,0.0263665089873035,0.0454877794700377,0.0784759970351461,0.1353876180022543,0.2335721469090121,0.4029611320200399,0.6951927961775606,1.1993539462092344,2.069138081114788,3.5696988468260624,6.158482110660261,10.624678308940409,18.32980710832434,31.6227766016838,281.5,285.0,291.0,300.6,315.90000000000003,339.0,372.2000000000001,417.2000000000001,474.7000000000001,542.3000000000001,613.0,675.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,281.3,284.1,288.3,294.6,303.90000000000003,317.5,336.40000000000003,361.8,394.1,433.0,477.30000000000007,525.4,575.4000000000001,626.0,676.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,73.19982354259244,50.82500000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12001.0,0.0,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,,1.0,0.9659139304860286,0.9002754682411003,0.7430234837127009,0.4815366932786408,0.2272008394094395,0.0824615523809695,0.0255355915577557,0.0063303931342028,0.0,,0.9981548535760736,0.0293365402639867,-32.39500000000002,55.84,0.01,1.0,1.0,0.001,0.0016237767391887,0.0026366508987303,0.0042813323987193,0.0069519279617756,0.0112883789168468,0.0183298071083243,0.0297635144163131,0.0483293023857175,0.0784759970351461,0.1274274985703133,0.206913808111479,0.3359818286283781,0.5455594781168515,0.8858667904100823,1.438449888287663,2.3357214690901213,3.792690190732246,6.158482110660261,10.0,283.1,287.20000000000005,293.6,303.70000000000005,319.0,341.8,374.2000000000001,417.4,469.9,526.7,582.2,633.0,677.4000000000001,714.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,281.5,284.5,289.40000000000003,297.0,308.40000000000003,325.3,349.1,380.7000000000001,420.2000000000001,466.6,517.8000000000001,571.7,626.3000000000001,680.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,37.973910216658695,30.33571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12002.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.989000410663223,0.9660203424249362,0.8999188316449568,0.7396232023008932,0.4737546773857721,0.2197418078509576,0.0795185296710429,0.0245906136582015,0.0060011030691627,0.0,1.007038883456188,0.0276189110023163,-32.39500000000002,55.84,0.0140221775674004,1.0,1.0,0.0003162277660168,0.0005455594781168,0.000941204967268,0.0016237767391887,0.0028013567611988,0.0048329302385717,0.0083378222347178,0.0143844988828766,0.0248162892283682,0.0428133239871939,0.0738619982207935,0.1274274985703133,0.2198392648862289,0.3792690190732249,0.6543189129712962,1.1288378916846884,1.947483039908755,3.359818286283781,5.796393953384961,10.0,278.6,280.1,282.8,287.3,294.90000000000003,307.40000000000003,327.40000000000003,358.0,401.8,457.9,520.8000000000001,582.8000000000001,639.2,687.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,278.0,279.20000000000005,281.20000000000005,284.6,290.3,299.70000000000005,314.6,337.40000000000003,369.7000000000001,412.4,464.2000000000001,522.4,583.8000000000001,645.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,33.21837916403679,24.52142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12003.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.989002846907062,0.9660345609193424,0.8998969021496953,0.7396393028548526,0.4723448272122293,0.2192201366419475,0.0795457405372829,0.0246101067156166,0.0059962606887004,0.0,1.007822447416486,0.0274584138006925,-32.39500000000002,55.84,0.0196621463731709,1.0,1.0,0.0003162277660168,0.0005455594781168,0.000941204967268,0.0016237767391887,0.0028013567611988,0.0048329302385717,0.0083378222347178,0.0143844988828766,0.0248162892283682,0.0428133239871939,0.0738619982207935,0.1274274985703133,0.2198392648862289,0.3792690190732249,0.6543189129712962,1.1288378916846884,1.947483039908755,3.359818286283781,5.796393953384961,10.0,278.6,280.20000000000005,282.8,287.40000000000003,295.0,307.70000000000005,327.90000000000003,358.8,402.7000000000001,458.8,521.3000000000001,583.1,639.3000000000001,687.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,278.0,279.20000000000005,281.20000000000005,284.6,290.3,299.70000000000005,314.70000000000005,337.5,369.9,412.7000000000001,464.6,522.9,584.3000000000001,646.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,33.261088376660204,24.657142857142865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12004.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.989003988874876,0.9660391049009392,0.899837681814547,0.7397184588726524,0.4725868503641224,0.2192615020685565,0.0795758204907041,0.0246123163562643,0.0059929815192407,0.0,1.007734862347739,0.0274822370596211,-32.39500000000002,55.84,0.0275706107800822,1.0,1.0,0.0003162277660168,0.0005455594781168,0.000941204967268,0.0016237767391887,0.0028013567611988,0.0048329302385717,0.0083378222347178,0.0143844988828766,0.0248162892283682,0.0428133239871939,0.0738619982207935,0.1274274985703133,0.2198392648862289,0.3792690190732249,0.6543189129712962,1.1288378916846884,1.947483039908755,3.359818286283781,5.796393953384961,10.0,278.6,280.20000000000005,282.90000000000003,287.5,295.1,307.8,328.20000000000005,359.20000000000005,403.2000000000001,459.2000000000001,521.6,583.2,639.3000000000001,687.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,278.0,279.20000000000005,281.20000000000005,284.6,290.3,299.70000000000005,314.70000000000005,337.5,369.9,412.7000000000001,464.6,522.8000000000001,584.2,646.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,33.44980247646144,24.850000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12005.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9890284006975656,0.96607127353588,0.8999713653082378,0.7397779107767577,0.4726430607146685,0.2193429640429866,0.079619915291812,0.024615468245854,0.0059998366707562,0.0,1.0078185706310208,0.027484763013393,-32.39500000000002,55.84,0.0386599999999999,1.0,1.0,0.0003162277660168,0.0005455594781168,0.000941204967268,0.0016237767391887,0.0028013567611988,0.0048329302385717,0.0083378222347178,0.0143844988828766,0.0248162892283682,0.0428133239871939,0.0738619982207935,0.1274274985703133,0.2198392648862289,0.3792690190732249,0.6543189129712962,1.1288378916846884,1.947483039908755,3.359818286283781,5.796393953384961,10.0,278.6,280.20000000000005,282.90000000000003,287.5,295.20000000000005,308.0,328.40000000000003,359.5,403.4,459.3,521.6,583.2,639.3000000000001,687.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,278.0,279.20000000000005,281.20000000000005,284.6,290.3,299.70000000000005,314.70000000000005,337.40000000000003,369.9,412.6,464.5,522.8000000000001,584.2,646.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,33.51632864312984,24.942857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12006.0,0.0,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,,1.0,0.9660637486216148,0.9000100910903964,0.7398331940910471,0.4726562897880734,0.2194047022817767,0.0796434866755194,0.0246229588338811,0.006000215504829,0.0,,1.0078902677486596,0.0274840056704949,-32.39500000000002,55.84,0.09967,1.0,1.0,0.001,0.0016237767391887,0.0026366508987303,0.0042813323987193,0.0069519279617756,0.0112883789168468,0.0183298071083243,0.0297635144163131,0.0483293023857175,0.0784759970351461,0.1274274985703133,0.206913808111479,0.3359818286283781,0.5455594781168515,0.8858667904100823,1.438449888287663,2.3357214690901213,3.792690190732246,6.158482110660261,10.0,283.40000000000003,287.6,294.40000000000003,304.90000000000003,320.90000000000003,344.5,377.6,421.0,472.80000000000007,528.5,583.2,633.4000000000001,677.5,714.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,281.5,284.6,289.5,297.20000000000005,308.90000000000003,326.20000000000005,350.6,383.0,423.4,470.7000000000001,522.8000000000001,577.3000000000001,632.4000000000001,686.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,35.959967821374434,29.20714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12007.0,0.0,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,,1.0,0.966068818335628,0.9000089867928485,0.7398521246261498,0.4726418321132111,0.2194287751880251,0.0796312808865969,0.0246651867952458,0.0060020523032644,0.0,,1.0078766961008716,0.027486180436523,-32.39500000000002,55.84,0.1292205265306377,1.0,1.0,0.001,0.0016237767391887,0.0026366508987303,0.0042813323987193,0.0069519279617756,0.0112883789168468,0.0183298071083243,0.0297635144163131,0.0483293023857175,0.0784759970351461,0.1274274985703133,0.206913808111479,0.3359818286283781,0.5455594781168515,0.8858667904100823,1.438449888287663,2.3357214690901213,3.792690190732246,6.158482110660261,10.0,283.40000000000003,287.70000000000005,294.40000000000003,304.90000000000003,321.0,344.6,377.7000000000001,420.9,472.7000000000001,528.5,583.2,633.4000000000001,677.5,714.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,281.5,284.6,289.5,297.20000000000005,308.90000000000003,326.20000000000005,350.6,383.0,423.4,470.7000000000001,522.8000000000001,577.3000000000001,632.4000000000001,686.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,35.95464404734704,29.221428571428568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12008.0,0.0,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,,1.0,0.966065830513937,0.9000019654934475,0.7398471140664878,0.4728456738118985,0.2194407139421518,0.0796345386005277,0.0246554724101276,0.0059565288747082,0.0,,1.0078302875236576,0.0275004465239643,-32.39500000000002,55.84,0.1675323013630505,1.0,1.0,0.001,0.0016237767391887,0.0026366508987303,0.0042813323987193,0.0069519279617756,0.0112883789168468,0.0183298071083243,0.0297635144163131,0.0483293023857175,0.0784759970351461,0.1274274985703133,0.206913808111479,0.3359818286283781,0.5455594781168515,0.8858667904100823,1.438449888287663,2.3357214690901213,3.792690190732246,6.158482110660261,10.0,283.40000000000003,287.70000000000005,294.40000000000003,305.0,321.0,344.6,377.7000000000001,420.9,472.7000000000001,528.5,583.2,633.4000000000001,677.4000000000001,714.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,281.5,284.6,289.5,297.20000000000005,308.90000000000003,326.20000000000005,350.6,382.9,423.4,470.7000000000001,522.7,577.2,632.4000000000001,686.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,35.97792974271073,29.24285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
