,param_id,param_values,param_values,param_values,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,MAE,MRSE
,param_id,Vhalf,Kmax,Ku,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,RMSE,ME,MAE,MRSE
19,5019.0,-219.45,30.0,0.0760138578786789,279.0,280.8,284.0,289.40000000000003,298.5,313.5,337.20000000000005,372.5,420.3,477.1,535.8000000000001,589.4000000000001,634.0,668.4000000000001,693.1,709.6,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.6,280.1,282.8,287.3,294.70000000000005,306.8,325.5,352.90000000000003,390.5,437.9,493.2000000000001,553.0,614.6,676.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,21.688377400942528,14.714285714285722,15.799999999999995,5.796462679241259
20,5020.0,-219.45,55.84,0.0020449034846484,279.1,281.1,284.40000000000003,290.20000000000005,300.1,317.0,345.0,389.6,454.2000000000001,530.9,602.5,660.5,704.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.70000000000005,281.70000000000005,284.90000000000003,290.0,297.8,309.70000000000005,327.20000000000005,351.6,383.9,424.1,470.9,522.5,576.4000000000001,631.0,685.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,73.8981679797898,49.14615384615384,49.40769230769232,20.495664139537173
21,5021.0,-219.45,55.84,0.0052751737877221,279.70000000000005,281.8,285.20000000000005,290.6,299.40000000000003,313.70000000000005,336.3,370.8,419.7000000000001,479.7000000000001,542.0,599.2,648.7,689.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,280.20000000000005,282.3,285.70000000000005,291.0,298.90000000000003,310.8,327.90000000000003,351.40000000000003,382.2000000000001,420.3,464.7000000000001,513.6,565.1,617.5,669.6,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,46.97685600378127,31.77857142857144,32.050000000000004,12.555092876711713
22,5022.0,-219.45,55.84,0.0542097384755702,281.1,284.0,288.70000000000005,296.1,307.90000000000003,325.90000000000003,352.8,390.1,437.9,492.80000000000007,549.4,602.7,650.1,690.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,280.3,282.6,286.40000000000003,292.40000000000003,301.70000000000005,315.6,335.8,363.6,399.5,443.2000000000001,492.80000000000007,546.2,601.1,656.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,32.78904433757452,25.17142857142856,25.17142857142856,8.763240710781712
23,5023.0,-219.45,55.84,0.0760138578786789,281.20000000000005,284.1,288.90000000000003,296.40000000000003,308.3,326.5,353.3,390.6,438.2000000000001,493.0,549.4,602.7,650.1,690.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,280.3,282.6,286.40000000000003,292.40000000000003,301.70000000000005,315.70000000000005,335.8,363.6,399.6,443.2000000000001,492.80000000000007,546.2,601.2,656.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,32.878325470046136,25.37142857142856,25.37142857142856,8.787102097125425
24,5024.0,-219.45,435.1869486529291,0.0020449034846484,278.5,280.3,283.5,289.40000000000003,300.20000000000005,319.70000000000005,354.6,413.7000000000001,499.7000000000001,593.2,674.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.90000000000003,280.6,283.40000000000003,288.1,295.70000000000005,307.8,326.1,352.6,388.4,433.4,485.9,543.1,602.2,661.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,84.29668924804714,51.48181818181822,51.60909090909095,25.416408118632603
25,5025.0,-219.45,435.1869486529291,0.0052751737877221,279.0,281.1,285.1,292.40000000000003,305.70000000000005,330.0,372.5,439.0,521.9,604.1,678.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.40000000000003,281.70000000000005,285.5,292.1,302.90000000000003,320.20000000000005,346.40000000000003,383.0,430.4,486.4,547.8000000000001,611.3000000000001,674.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,62.613888961707936,39.37272727272727,39.627272727272725,18.878797850087352
26,5026.0,-219.45,435.1869486529291,0.0542097384755702,280.1,283.1,288.6,298.5,316.0,345.6,391.8,455.8,531.0,607.3000000000001,678.8000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.40000000000003,281.8,286.1,293.8,306.90000000000003,328.3,360.7000000000001,405.7000000000001,462.2000000000001,526.6,594.6,663.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,44.94988118095327,31.863636363636346,31.863636363636346,13.552899113479935
27,5027.0,-219.45,435.1869486529291,0.0760138578786789,280.1,283.20000000000005,288.8,298.90000000000003,316.5,346.1,392.3,456.1,531.1,607.3000000000001,678.8000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,279.40000000000003,281.8,286.1,293.8,306.90000000000003,328.3,360.7000000000001,405.7000000000001,462.2000000000001,526.6,594.6,663.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,45.05835610123225,32.09999999999999,32.09999999999999,13.585605532546214
28,5028.0,-219.45,3391.613185491529,0.0020449034846484,281.6,286.5,296.1,314.6,349.90000000000003,413.6,509.9,613.0,700.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,281.70000000000005,285.70000000000005,292.70000000000005,304.40000000000003,323.1,351.5,391.2000000000001,441.9,501.2000000000001,565.2,630.7,695.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,98.6896369658154,65.77777777777776,65.79999999999998,32.89654565527181
29,5029.0,-219.45,3391.613185491529,0.0052751737877221,278.40000000000003,280.6,285.1,294.3,313.6,352.5,423.7000000000001,522.5,621.7,709.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.8,281.1,285.40000000000003,293.6,308.6,334.0,373.8,428.9,496.6,571.2,647.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,68.0943903710137,42.98000000000002,43.22000000000001,21.533336945304143
30,5030.0,-219.45,3391.613185491529,0.0542097384755702,279.3,282.3,288.5,301.1,325.8,370.8,441.6,531.5,624.1,709.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.70000000000005,281.1,286.0,295.70000000000005,313.90000000000003,345.6,394.7000000000001,461.0,538.7,620.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,48.14570593521294,33.84999999999998,33.84999999999998,15.225009031196
31,5031.0,-219.45,3391.613185491529,0.0760138578786789,279.3,282.40000000000003,288.70000000000005,301.5,326.40000000000003,371.3,441.9,531.6,624.1,709.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.70000000000005,281.1,286.0,295.70000000000005,313.90000000000003,345.6,394.7000000000001,461.0,538.7,620.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,48.23721592297796,34.06999999999998,34.06999999999998,15.253947030195164
32,5032.0,-219.45,26432.410336767512,0.0020449034846484,280.40000000000003,285.3,296.0,319.20000000000005,368.6,462.2000000000001,585.4000000000001,692.8000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,280.70000000000005,284.70000000000005,292.6,306.90000000000003,331.90000000000003,371.3,426.7000000000001,495.30000000000007,571.0,648.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,96.154134076492,62.475,62.55,33.99562012230399
33,5033.0,-219.45,26432.410336767512,0.0052751737877221,281.40000000000003,287.40000000000003,300.6,329.40000000000003,389.0,487.4,597.2,695.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,281.8,287.5,298.70000000000005,319.40000000000003,354.90000000000003,408.4,478.2000000000001,557.9,640.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,71.24109593486051,47.6375,47.76249999999998,25.187531017350626
34,5034.0,-219.45,26432.410336767512,0.0542097384755702,278.6,281.6,288.40000000000003,304.0,337.8,402.4,499.7000000000001,608.4000000000001,709.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,278.20000000000005,280.6,286.0,297.90000000000003,322.40000000000003,367.4,436.6,524.5,619.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,47.7903639752711,32.988888888888894,32.988888888888894,15.930121325090365
